polymer,concentration,mean_particle_area,max_particle_area,total_particle_area,particle_density,particle_count,mean_circularity,green_std,red_std,blue_std,S1,S2,S3,S4
PVC,0.9171,51.4282,120.0341,846.496,0.0028,16.5865,0.6158,1.4079,6.6609,0.7297,195.2549,150.7983,94.8528,123.0658
NYLON,0.1086,222.3698,1139.6449,3232.3046,0.0123,14.3919,0.5832,6.884,19.8357,1.5053,0.0,0.0,0.0,0.0
NYLON,0.1201,412.2373,3226.3153,15608.7964,0.038,39.0377,0.5328,15.702,32.0816,5.3464,94.0414,9.6573,26.3509,50.424
NYLON,0.8836,860.8723,4577.7589,21768.5587,0.0497,23.5777,0.4653,12.9735,34.418,2.4704,268.8179,215.6355,181.6782,181.1169
PVC,0.1199,112.3869,943.2847,4646.8571,0.015,38.9523,0.5824,5.1371,13.7017,1.2982,58.0121,17.697,0.0,1.3497
NYLON,0.1119,238.7499,1654.1684,8157.4342,0.0321,34.5231,0.5461,11.2278,30.2709,2.5044,0.0,48.4116,17.3399,49.9798
PVC,0.9965,223.5654,1938.3194,13466.314,0.0417,57.3105,0.4503,5.6584,30.0719,2.4866,289.6706,280.8449,240.2606,176.5781
PVC,1.0859,155.6442,1185.4595,10031.6708,0.033,60.7644,0.5538,8.624,27.8589,2.5421,329.6901,258.7052,201.9622,171.1877
NYLON,1.3652,1409.6302,25125.1763,41300.1551,0.0341,28.6648,0.388,11.0267,36.5343,1.1691,338.8406,297.8231,211.0066,169.1293
PVC,0.1121,147.4296,474.8951,4774.1303,0.0148,33.4112,0.4966,5.3842,20.1465,1.5754,39.5784,66.6927,82.959,38.0742
PVC,0.3229,162.9279,283.1171,967.0987,0.0032,5.8149,0.6147,3.6923,11.7868,1.3893,125.6353,119.6706,91.7229,35.9455
NYLON,0.1138,1315.9547,4600.3798,12058.7252,0.0311,9.0737,0.4413,11.45,42.3529,2.4905,62.0679,85.6984,86.1995,45.8247
PVC,0.1232,1007.6942,6178.8865,65355.5476,0.0525,61.1077,0.4729,19.105,48.4865,4.5385,163.7865,160.1616,134.3479,88.5329
NYLON,3.7833,1059.0449,8429.3574,100214.945,0.0803,93.7673,0.4424,15.8148,45.5514,2.4675,625.8253,608.0836,560.2605,338.0424
NYLON,1.4119,765.8052,2463.0231,9903.3331,0.0274,12.3507,0.5169,10.5854,38.4121,1.925,342.9257,297.5523,178.4004,142.3066
PVC,0.4476,118.2657,349.1812,5497.8579,0.0179,48.1952,0.5736,7.3512,26.629,1.9636,175.4201,106.3186,164.5806,91.2316
NYLON,0.1443,395.1517,2841.5793,12404.3158,0.032,35.7635,0.5086,11.012,24.7098,2.5865,39.6748,54.5001,40.4204,35.2833
NYLON,0.5562,592.8963,4571.2401,18858.9568,0.0437,31.2706,0.5097,16.9293,36.3944,5.2911,154.5184,99.2036,165.305,53.1058
NYLON,4.0725,1729.9659,11336.4476,30365.3612,0.076,18.6107,0.4157,19.7158,50.5517,3.0726,645.8698,587.5109,463.5552,328.8545
PVC,4.2633,119.9499,934.8182,5164.1869,0.0149,43.7317,0.6302,4.6764,24.0857,1.511,718.8526,566.4581,512.6672,466.2102
PVC,0.4861,145.633,463.5227,2488.6629,0.0084,17.6176,0.4983,4.0499,15.2846,1.3785,178.5581,148.3131,197.6896,43.8731
PVC,7.8223,114.7375,824.6655,7812.6307,0.026,64.2041,0.4739,4.1395,11.388,1.0091,843.3183,679.5899,586.4077,450.3242
PVC,2.0592,116.8609,359.6009,1480.3949,0.0048,11.977,0.7117,1.3042,9.6227,0.5832,454.7317,388.0441,319.4698,197.1469
PVC,1.5989,91.1682,247.8042,1696.1991,0.0056,18.3018,0.5201,2.6178,9.4866,0.9428,365.8081,368.5221,312.903,214.2709
NYLON,0.6657,383.9706,2593.6971,6127.3309,0.0138,16.8419,0.4986,6.7532,23.895,1.4549,95.2227,141.2341,29.5383,77.5852
PVC,0.1302,998.9288,3813.4024,36872.9818,0.0285,35.7409,0.4594,11.4847,35.7214,3.3666,130.5795,97.5809,82.9376,78.3528
NYLON,7.7066,273.3896,3295.3146,7685.8716,0.0193,28.9828,0.4389,6.8855,17.4814,1.576,753.6036,550.6045,525.871,270.6323
NYLON,0.1717,2239.6337,47571.5912,114889.1833,0.0921,55.3092,0.448,19.7641,56.6496,3.4605,272.8592,254.8211,222.2181,142.0264
NYLON,1.0724,2227.7558,67963.7306,140829.6391,0.1108,59.6063,0.4317,22.9052,54.3577,2.455,523.5859,450.552,377.1136,254.5226
NYLON,0.1108,640.2276,2788.164,13215.5998,0.0363,20.6032,0.4521,9.9799,36.6206,1.6914,35.9067,89.4541,53.0436,66.0183
NYLON,0.9066,344.8063,3294.8876,7722.0808,0.0186,21.8452,0.4338,7.5721,17.6313,1.7832,215.002,172.8114,114.5632,78.6642
NYLON,7.7474,388.811,2976.3127,14798.4912,0.0382,40.0838,0.491,15.7108,31.666,4.3049,780.7745,628.9954,476.882,381.7247
PVC,9.9136,128.4857,587.7957,4664.2231,0.0155,36.5389,0.5626,5.4696,21.5053,1.4502,944.2305,716.1695,712.7521,423.8184
NYLON,4.6139,2199.1073,36039.7361,96872.0465,0.0754,38.8751,0.3824,18.0823,47.0937,2.846,810.8602,645.1712,518.9088,364.2437
NYLON,2.0375,2356.4617,34939.7693,72569.0621,0.0578,31.7721,0.4147,14.3748,39.8852,2.0663,626.4766,468.6563,371.6925,350.1844
NYLON,8.0363,1696.4722,8964.2675,11748.9833,0.026,7.0021,0.4504,12.1004,33.9236,2.2034,858.2178,599.5488,504.5173,480.1472
NYLON,9.1495,1851.0188,9452.758,78509.0142,0.0605,40.3961,0.4734,16.0126,41.0425,2.2335,809.1926,763.3044,549.0951,427.0246
NYLON,0.2682,414.7697,3325.1099,8002.6753,0.021,19.247,0.4992,8.9894,31.032,1.3981,128.56,58.8535,12.2162,12.4487
NYLON,2.6757,618.4018,3675.2165,23595.3349,0.0556,38.3962,0.4735,19.004,44.4816,4.6051,413.9904,418.4184,281.5906,228.6719
NYLON,1.3139,252.1522,1155.3441,5316.3346,0.0113,21.4134,0.549,5.9007,22.182,1.3215,267.2283,218.479,300.1029,137.0555
PVC,4.7124,275.9959,1423.5784,11572.877,0.0384,43.5887,0.5323,7.1383,36.716,1.8035,794.204,650.9102,441.3271,360.2606
PVC,3.0329,99.187,306.0131,4624.4313,0.0147,41.7455,0.6901,5.7627,26.0309,1.5874,617.3995,539.2224,351.5622,266.1136
PVC,1.3074,136.0154,1018.5993,4699.405,0.0155,31.9754,0.6656,5.8903,22.8781,2.9095,450.7542,250.8478,280.1831,159.4782
PVC,0.2971,141.2583,542.2872,5079.293,0.0161,34.4076,0.6178,6.3714,29.3132,1.5742,121.3125,99.0649,79.983,78.7955
NYLON,1.156,1464.5898,20458.6847,25736.5399,0.0615,17.0596,0.42,22.5896,46.162,5.0224,333.2591,294.4844,219.5509,126.3167
PVC,0.4463,161.0941,663.4357,7793.8032,0.0246,47.8465,0.6649,5.2571,27.3554,1.5742,150.7845,142.4667,141.5814,96.0318
NYLON,1.6426,976.7267,8677.2121,18287.3289,0.048,19.0741,0.5183,15.2695,36.2035,5.0721,449.3645,340.2349,278.4605,232.5286
PVC,3.9804,172.576,287.0622,1029.3829,0.0033,6.0362,0.6007,3.6133,12.0849,1.4013,674.5676,599.8133,490.3056,363.8955
PVC,0.136,114.1846,573.6239,2414.5017,0.0076,19.9415,0.5812,4.0444,17.0187,2.4382,21.1841,16.0195,30.1079,1.8245
PVC,9.6091,1032.8916,12190.3958,48774.6229,0.0408,44.9262,0.479,14.0035,41.0707,3.5803,1012.0495,817.5041,668.3862,508.681
PVC,1.7581,256.7141,1469.6534,12717.4462,0.0426,53.1665,0.5167,10.0911,31.912,3.0438,445.9655,370.0452,270.7135,200.1314
PVC,4.3102,142.5318,543.1157,4882.9131,0.0166,36.6284,0.6216,6.5142,27.7282,1.5208,687.4904,556.4522,446.5093,337.8127
PVC,3.817,139.1473,404.2784,3805.0929,0.0121,27.6188,0.6747,4.2011,24.3601,1.3848,682.1779,495.7445,430.7555,307.1617
PVC,1.5789,1548.2689,14861.5294,70264.533,0.0547,45.9869,0.4222,17.3399,45.8404,3.7981,549.3229,424.1242,336.7607,315.816
NYLON,0.1993,518.2432,3860.8838,8280.1038,0.0205,14.7783,0.4639,10.4901,32.8424,2.1967,30.3525,56.1937,13.2682,8.3714
PVC,1.3598,2220.5869,33250.517,112064.7143,0.0953,50.5138,0.3661,24.5446,51.0338,4.7649,718.6022,587.9912,506.8416,368.5953
PVC,3.6901,117.6144,386.2827,4516.972,0.015,38.0915,0.6638,4.9628,24.0615,3.0164,673.6095,665.6942,441.455,365.3952
NYLON,5.0476,241.0807,1772.5526,8395.7908,0.0301,37.1186,0.5589,11.3577,29.0959,2.6366,633.7148,529.3111,427.6686,477.2499
PVC,0.207,91.1035,433.7309,2155.0267,0.007,24.286,0.5404,2.772,9.8818,1.0478,37.6432,82.831,61.6773,32.6025
PVC,0.2859,120.9246,487.2508,1633.6165,0.0054,13.0616,0.6102,3.7243,11.0006,1.1362,126.2047,103.0886,103.8759,81.9946
NYLON,0.6492,212.5762,682.8987,6638.0327,0.0241,30.6072,0.544,8.5338,23.6618,2.2769,141.438,120.6217,103.8822,67.3242
PVC,2.4958,83.871,266.2973,2608.068,0.0081,31.8303,0.6051,3.4912,14.4288,1.2144,488.1953,447.624,366.6397,275.7682
PVC,3.7498,128.6838,856.2891,5627.0371,0.0187,45.5295,0.5207,5.3588,15.2024,1.6299,789.4942,496.0208,412.7946,332.1971
NYLON,1.7781,1920.6186,9486.4724,75854.1177,0.0604,42.7393,0.4482,15.8502,40.1153,2.376,564.8788,433.6263,371.9946,288.0609
NYLON,0.2522,3799.4477,28079.4281,82736.8528,0.0642,21.8621,0.4219,29.3063,61.3602,9.1373,293.4912,256.4043,231.8845,226.0398
PVC,1.3381,1907.0315,9710.6468,49077.803,0.039,24.5345,0.3737,13.3028,37.13,2.6624,469.8071,407.052,400.7646,251.9545
NYLON,0.3159,1440.8376,20489.4083,25108.4157,0.0617,18.6378,0.4283,21.1561,48.1616,4.9158,219.5233,202.41,135.7397,136.4514
NYLON,1.0125,1397.5252,12352.647,37254.0299,0.0808,26.81,0.3367,17.0566,47.7244,3.1468,339.6067,299.9923,277.1885,214.237
NYLON,2.3579,1529.5551,4142.2249,5898.5149,0.0128,3.9696,0.4176,5.7846,22.32,1.1644,451.8822,407.7403,361.233,267.0567
PVC,2.5802,149.5957,483.4795,4429.922,0.0143,28.2883,0.5908,4.9022,25.1844,1.4168,591.0821,465.3697,352.3475,367.0557
PVC,0.1654,1076.874,9139.3423,48203.678,0.0379,40.4548,0.4467,13.4535,42.9287,3.2981,188.3706,232.7062,124.4046,100.5627
PVC,6.5344,524.282,13496.9237,17180.1895,0.0585,33.2007,0.5019,4.8845,11.3806,1.3501,727.8642,759.363,518.4099,364.3041
NYLON,7.4848,644.4532,2470.6128,12657.3159,0.03,21.1072,0.45,10.2258,33.9449,1.711,719.4542,568.5537,430.2683,342.9972
PVC,4.3231,794.3838,6004.4922,46506.2427,0.0417,59.1408,0.4066,15.0422,41.8178,3.8949,822.6279,581.991,483.2209,475.4656
NYLON,1.0614,968.1819,7978.376,24697.3335,0.0591,24.8441,0.4583,18.5305,42.8344,3.4889,350.7536,285.1508,214.328,164.2052
PVC,0.532,103.0394,330.8678,3702.732,0.0117,35.8885,0.7187,2.8753,21.2133,1.2365,190.0706,126.7813,154.1331,100.4606
NYLON,7.378,273.1232,1415.1763,3870.023,0.0138,14.2703,0.5909,7.0107,21.2324,2.008,713.7308,588.118,435.757,413.9782
NYLON,0.2007,2435.5088,20135.4971,30596.3923,0.0724,11.8351,0.3643,23.2618,51.9243,4.9671,244.2873,200.7154,118.2745,195.7692
NYLON,7.3067,366.8633,1497.82,3508.9563,0.0113,9.2585,0.4358,6.7822,17.3464,1.6577,665.3232,603.4126,477.4311,418.3528
PVC,0.2504,103.7505,179.8601,563.0105,0.0019,5.8201,0.5683,3.2762,8.1578,1.0155,119.1393,91.1039,49.9683,38.2081
NYLON,7.9792,430.6522,2457.0984,6360.8121,0.0159,14.8671,0.4698,7.354,22.6676,1.5199,704.4886,576.8144,424.3585,377.5374
PVC,1.4743,84.9322,250.0456,2637.8049,0.0085,31.1382,0.5859,3.2908,14.2932,1.3535,393.8317,268.915,226.2212,283.1419
PVC,1.6607,186.4789,919.3416,5115.1059,0.0169,28.9046,0.4931,5.8053,23.5544,2.5345,423.1417,307.0691,316.3474,228.4308
PVC,3.5068,469.5679,2455.7581,37228.3508,0.1247,77.6459,0.4946,14.8112,56.824,2.4771,791.5344,642.84,446.6702,371.8375
NYLON,4.9579,2129.554,19686.624,133750.0627,0.1055,62.4749,0.3862,21.7535,59.0871,2.7276,806.5992,739.9841,480.6434,360.0041
PVC,2.1851,1070.5962,9918.6935,45294.628,0.0379,42.9024,0.4817,13.9686,42.4983,3.4338,671.854,512.6453,423.8688,389.6941
NYLON,4.6667,440.4084,3506.0644,8987.2983,0.0235,21.6408,0.4133,12.9377,28.9022,2.6695,631.1294,500.1012,469.4555,260.9774
NYLON,0.9929,439.8821,1574.6379,3984.5531,0.013,8.9668,0.5367,7.7167,20.0141,2.1748,201.5661,264.7006,112.4796,159.4461
PVC,0.6361,118.7122,390.6676,4516.4343,0.0138,38.2735,0.6681,5.3173,21.9003,3.3921,153.3934,158.4186,71.2125,102.3205
NYLON,2.0305,2613.9294,22843.2034,37039.2142,0.0887,15.6291,0.405,20.4025,56.7233,2.735,608.573,467.4251,381.659,319.9132
PVC,1.8363,62.9341,259.1051,1667.3996,0.0054,25.1039,0.5164,2.5886,8.8317,1.0063,473.6979,362.3517,242.1553,250.285
PVC,4.5403,1118.7616,11789.9006,51503.3523,0.0423,43.0678,0.5054,15.411,36.5795,3.6798,850.2423,702.9489,551.6144,384.2848
PVC,5.9782,163.6392,584.1987,3530.0651,0.0115,23.2894,0.5534,4.8763,18.7153,1.48,847.6499,628.1818,586.8124,437.5252
PVC,0.5722,833.9508,12983.9655,69470.7473,0.0528,79.9229,0.3982,14.3831,47.1269,2.7132,265.1413,260.1203,220.4295,186.0208
PVC,0.1679,108.4934,948.7688,4886.58,0.0145,39.9298,0.5454,5.2474,13.2104,1.4155,51.9925,66.551,41.0222,27.0542
PVC,0.7909,104.687,182.2447,548.6581,0.0018,5.0758,0.772,1.2614,6.3749,0.5523,238.6648,171.9474,123.7154,169.6919
PVC,6.7531,2534.0477,16359.5377,47443.6512,0.0407,20.1789,0.3677,13.9034,35.6538,2.6875,1023.0,818.27,629.5728,596.786
NYLON,1.8106,774.5287,4805.0357,24604.1295,0.0568,34.8864,0.4698,22.6537,44.8049,6.546,457.7584,385.557,328.6596,241.7776
NYLON,3.6131,327.1981,1098.3904,7627.2021,0.0187,26.2256,0.4866,6.298,16.5401,1.5493,558.0802,463.2701,394.4756,235.0303
PVC,1.2534,81.8175,114.8597,411.214,0.0013,4.9761,0.7633,2.2374,8.4848,1.3027,297.1685,280.8039,175.9675,188.3146
PVC,0.2297,120.2827,966.8158,4696.2209,0.0153,42.1434,0.5843,5.097,13.0728,1.3599,73.8977,91.3231,116.3312,58.6075
PVC,0.5767,83.792,279.8177,1239.8012,0.004,15.2191,0.6717,2.8447,10.351,2.2088,133.1436,82.421,60.9085,60.495
PVC,0.1629,156.5684,894.5264,5490.3471,0.0188,34.3777,0.545,6.5557,24.3357,1.5631,68.9699,14.5737,25.2339,15.9754
PVC,0.791,493.7917,13581.1914,17508.7858,0.0539,32.733,0.4918,4.8861,11.2895,1.2888,336.5949,229.9029,228.808,204.3873
PVC,2.1777,93.8424,218.4829,1030.6012,0.0033,11.0759,0.5321,2.6282,8.7069,1.2352,549.3427,426.2651,410.1875,181.0421
NYLON,7.7463,1038.8258,11075.9739,20907.2845,0.052,19.0825,0.4334,21.0758,48.6897,4.3851,874.1944,855.173,520.6221,393.6104
NYLON,0.2942,968.3926,8034.5296,25792.0259,0.0604,27.098,0.4001,15.8165,43.2986,2.6833,130.1327,112.4444,81.1227,73.3973
PVC,0.3001,121.7528,316.9648,1754.5515,0.0057,13.7248,0.6544,3.2521,13.9068,1.5682,81.9081,67.6094,182.0221,61.5695
NYLON,0.7231,348.6978,1791.236,8018.6662,0.0245,22.1783,0.5542,9.2745,30.7008,2.0894,175.3441,136.5546,109.5218,74.6599
PVC,0.523,1369.8772,5776.2749,54315.4651,0.0439,38.8758,0.428,16.0287,38.1294,3.4882,290.0525,256.9239,201.5528,162.0915
PVC,0.6394,457.4597,2488.4166,39845.5877,0.1181,78.7962,0.4837,14.1902,54.0638,2.4456,313.717,275.1154,377.9472,148.5331
PVC,2.5304,170.4423,545.1078,855.8591,0.0028,4.9259,0.4921,3.2914,8.2307,1.5833,551.5694,409.5942,360.2329,236.6529
PVC,1.4527,135.1785,1126.8724,7920.6888,0.0261,56.4704,0.6537,6.3442,31.4005,1.4225,407.4498,343.3193,258.1206,220.4813
NYLON,0.645,2532.4282,14705.5479,23686.6809,0.0517,10.116,0.2803,9.8015,39.9928,1.5139,249.9271,312.0511,139.506,176.1076
PVC,0.5795,140.6368,465.8182,2557.7329,0.0083,16.6494,0.4811,4.5164,16.9727,1.447,208.0681,101.3911,73.2717,94.4109
NYLON,2.3541,314.3836,2816.8569,9722.2535,0.0236,32.5236,0.5756,13.096,28.9589,3.7125,456.9204,355.9105,371.1332,226.8912
PVC,0.1619,189.649,806.2386,5754.3908,0.019,31.2001,0.5286,6.4793,25.5305,3.1902,111.4581,71.9313,73.0937,27.4174
NYLON,4.0482,351.4743,1827.4064,8035.1657,0.0237,22.6061,0.5722,9.4942,29.4844,2.0665,549.4296,570.5936,404.806,262.9961
PVC,6.1932,123.6307,406.9948,6356.62,0.0214,50.5472,0.5212,7.8419,26.3464,1.6353,744.9771,638.6732,440.6143,408.4836
NYLON,0.8059,1242.2845,5758.2188,15747.6525,0.038,12.9616,0.427,12.5651,33.7201,1.7495,218.757,169.349,127.3048,142.2299
PVC,0.2102,100.7085,320.1371,1692.5256,0.0053,16.3359,0.5485,3.3204,12.4173,1.246,113.6064,31.9975,116.4414,49.7911
PVC,7.8464,213.6965,1544.978,11148.0551,0.0346,48.1659,0.3685,4.6899,11.1965,1.2638,763.6553,668.5405,589.202,413.8134
PVC,0.2263,106.1978,289.0673,4420.3642,0.015,46.7702,0.68,5.5016,27.0413,1.5391,91.5044,78.0477,29.9929,54.3444
NYLON,0.1262,505.6573,4513.369,17260.2001,0.0425,32.0514,0.5114,19.0928,37.6298,5.5629,91.5415,60.5838,101.0071,109.2678
NYLON,0.2754,599.8381,4274.4193,7993.7708,0.0264,14.0907,0.5163,12.7119,35.0694,2.1075,91.9397,61.5442,46.924,63.1722
PVC,1.2367,1119.8263,4362.9784,17432.0004,0.0132,14.8089,0.4326,9.1689,25.1374,1.6511,424.1309,299.6497,249.374,186.3624
NYLON,3.6601,483.4255,3826.0257,12890.169,0.0313,27.0344,0.4268,10.8531,26.2071,1.7801,638.1384,494.7904,379.901,301.9305
NYLON,2.099,2203.4295,67791.2761,136259.9747,0.1212,63.571,0.4208,22.2647,52.7262,2.4838,659.8925,581.8186,478.0867,366.9266
NYLON,1.1321,2559.7481,46149.3059,130242.7455,0.105,54.8091,0.4299,20.6708,54.7569,2.7556,495.7332,387.89,340.9774,278.9082
PVC,0.1078,1138.6107,6132.6682,44473.9165,0.0383,40.2384,0.4395,14.6221,41.7298,3.4119,141.7288,126.314,114.8536,160.2124
PVC,2.0978,65.5744,271.1581,1722.0813,0.0054,25.7365,0.554,2.6248,8.6725,0.9418,474.4112,295.3731,293.9534,210.5748
PVC,1.9307,735.8584,2923.3544,26263.2721,0.0226,40.3622,0.5019,11.6685,34.2226,2.7001,542.5146,484.7671,392.6174,274.1433
PVC,0.306,83.1841,294.0815,1230.0432,0.004,15.3366,0.716,2.9103,10.2874,2.3394,89.5151,123.8617,74.2256,34.372
NYLON,1.1367,1487.5868,13976.5908,22200.5187,0.0483,13.8485,0.3915,11.7222,39.6091,2.6959,305.371,287.7522,167.2319,166.896
PVC,6.8698,398.1186,14639.3945,18443.6698,0.0624,45.8538,0.406,3.189,9.1039,0.9793,881.8657,751.2402,631.7048,437.0694
NYLON,4.2172,1793.1923,22604.1534,95949.7158,0.077,54.8357,0.4366,15.0801,42.2862,2.3009,752.7457,589.8214,506.373,434.4923
PVC,0.9475,116.7713,378.1859,1405.4954,0.0046,11.9432,0.7172,1.3809,9.6162,0.6134,239.5321,206.8479,191.9143,162.5191
NYLON,0.2533,413.5388,4148.2805,22535.1212,0.0715,58.1382,0.5376,13.4276,42.5022,2.8907,161.6241,122.8033,50.2265,74.8926
PVC,7.7774,195.3828,934.2384,5430.5302,0.0167,28.82,0.5115,5.8578,22.2973,2.4981,821.1347,667.3555,644.8986,389.2167
PVC,0.8644,182.7731,656.2589,5224.168,0.0173,31.3386,0.5538,5.7248,22.3596,3.2079,233.7272,215.8734,173.1231,170.9361
NYLON,9.7893,494.5422,8012.3747,23140.764,0.053,42.7697,0.4584,12.1899,35.9102,2.2979,774.9824,641.5685,580.6136,395.8379
NYLON,0.6786,365.0788,1801.2932,7854.6508,0.0233,22.117,0.5724,10.1201,31.0286,2.1213,157.7271,171.4954,71.8129,70.2838
PVC,1.3531,140.9147,589.1963,4673.6396,0.0163,36.4804,0.5881,4.9866,23.583,2.8271,332.0465,323.2734,221.1881,201.8241
PVC,0.2232,89.5647,441.1746,2221.3647,0.0074,23.9488,0.5433,2.7507,10.3644,1.0664,111.2761,41.2151,44.1015,27.3537
NYLON,0.7895,1199.7459,8119.491,23262.6525,0.0559,19.4848,0.348,19.0668,45.733,2.9683,248.991,174.2171,195.7796,120.1011
NYLON,3.5406,238.0921,1608.984,10339.3551,0.0327,41.1083,0.5087,10.5578,25.9977,2.458,626.0649,489.7427,382.4715,297.3807
PVC,0.3058,933.2214,10491.089,57107.9246,0.0484,63.436,0.4842,15.7981,42.6514,3.5531,245.1344,185.8712,181.2037,125.0645
PVC,0.3124,104.2561,338.1295,3796.6229,0.0119,37.0887,0.7001,2.9493,20.7881,1.2132,81.4938,62.7745,115.5715,59.163
NYLON,4.1471,387.7691,2123.0385,8541.4893,0.0254,22.8247,0.5608,8.7828,23.96,1.5546,652.1843,517.5155,424.3522,248.7064
NYLON,5.8158,318.8413,3379.9675,12093.3228,0.0405,40.8159,0.4753,8.9015,24.5877,1.9874,672.514,561.4308,500.9464,329.9931
PVC,0.1551,72.3139,224.1577,1737.8979,0.0057,23.7322,0.5326,2.4081,8.3635,0.9849,38.6852,144.7248,34.8121,19.1635
NYLON,1.2349,499.0292,3111.0706,10724.2538,0.029,21.7431,0.4361,8.1236,34.2223,1.5087,201.283,201.8796,124.9103,133.0487
NYLON,0.1155,600.7038,5028.0011,9075.3676,0.0218,15.1851,0.2875,11.3731,29.1105,1.8301,5.3332,50.3272,52.9154,34.7642
NYLON,0.4191,555.1231,3982.3198,22569.5552,0.0536,39.5674,0.3901,13.6376,39.8102,2.8988,121.1121,111.7745,132.4794,98.0769
NYLON,3.446,375.0207,5026.5517,23650.4343,0.0838,68.6396,0.4526,14.8326,38.6122,3.2542,621.1516,562.7681,389.422,311.8827
PVC,2.8972,123.4057,325.615,1902.1671,0.0059,14.2766,0.6385,3.4607,13.4476,1.5857,539.8969,447.9624,423.0258,357.9476
NYLON,0.1165,602.5681,3719.2038,26883.1491,0.0674,44.7317,0.4262,18.1241,42.1506,3.792,80.8359,66.8415,45.9659,90.6324
PVC,3.5693,104.6566,329.2413,1671.9238,0.0056,16.3653,0.5217,3.2052,12.0052,1.2228,620.8552,493.9063,351.3136,255.6035
NYLON,0.5761,2813.4127,57003.7847,101478.8593,0.0803,36.0316,0.3656,15.1271,48.3827,2.1572,423.4437,324.4197,238.2172,217.4035
NYLON,0.695,463.0351,1572.9471,3263.4132,0.0114,6.9602,0.4982,7.9957,24.6568,1.5839,103.6774,138.4783,59.0813,112.17
PVC,0.5741,94.2518,225.3524,2222.1072,0.0074,23.6014,0.6221,2.306,11.2252,1.2619,116.3868,128.7821,83.1983,59.4272
NYLON,4.8006,947.3742,5101.9066,34293.219,0.0269,36.976,0.4398,11.4767,29.4283,1.9144,665.7247,618.4528,533.8424,357.2652
NYLON,4.2181,458.4474,7197.6662,17317.5535,0.0392,37.4466,0.4077,10.3398,21.4577,1.6809,565.4233,435.8442,458.4226,290.2595
NYLON,7.6131,997.2411,7775.1888,19769.4247,0.0442,20.2714,0.3828,11.4088,37.8797,1.7195,778.028,652.7221,452.6481,339.6874
NYLON,0.9021,489.2973,3063.1386,10568.452,0.0289,21.9893,0.441,7.7319,32.8929,1.4671,205.2086,176.2604,180.2985,94.9167
PVC,2.7048,265.6696,2132.7144,21376.762,0.0653,82.7478,0.5213,11.6248,48.7073,3.3867,688.4679,553.0933,475.31,352.8335
NYLON,0.2075,177.2004,921.8283,9127.7469,0.0341,50.4499,0.521,8.5322,22.948,2.5249,60.1275,31.2341,41.2777,37.9427
NYLON,1.113,748.6459,5044.548,9985.0203,0.0252,13.3698,0.5019,10.5258,36.9279,1.8763,292.8754,235.9038,161.8722,109.2637
NYLON,1.3345,654.766,4351.4817,16265.503,0.0408,27.4316,0.4484,13.6608,36.587,3.2689,306.1806,226.092,165.4666,150.4037
PVC,3.1976,176.7258,314.7694,524.9345,0.0017,3.2045,0.5708,2.7325,6.3577,0.7518,670.3662,477.6724,401.7126,366.7834
PVC,0.296,1055.1732,7507.8022,67396.4787,0.0557,66.1968,0.4226,16.9395,45.8063,3.709,216.4863,171.7256,133.5811,127.6936
NYLON,0.6021,2010.7426,40158.4423,89416.9593,0.0712,43.1861,0.399,13.2044,35.8907,1.5099,299.4927,239.9505,188.0409,168.5231
PVC,0.2487,79.278,250.2869,1479.7605,0.0051,18.4325,0.6209,4.2204,11.4487,1.0606,49.7112,22.2169,36.8203,68.5225
PVC,0.1718,172.6201,593.0064,1786.4754,0.0059,9.8835,0.567,3.8406,11.552,1.8481,30.5728,5.83,50.8859,69.5089
PVC,0.9138,120.5686,524.0374,2864.2702,0.009,23.5777,0.6288,4.1637,19.7701,2.4052,208.9419,179.7114,134.78,85.7138
NYLON,1.0042,468.966,6750.4035,23783.7373,0.0578,49.4632,0.4777,17.5341,37.3318,4.6376,269.1481,216.7902,130.3973,171.3472
PVC,9.0993,177.5763,596.8803,1073.934,0.0034,6.2273,0.569,3.0175,10.1936,0.9921,781.4187,642.0403,567.0728,393.5829
PVC,0.3418,102.1838,268.7305,2718.4413,0.0091,25.4055,0.6103,3.6092,18.2911,2.7721,134.8121,96.0779,144.7513,104.0169
NYLON,7.9241,986.6081,7436.474,22398.6449,0.079,24.3761,0.4554,17.4716,46.7392,3.2381,764.784,711.0506,547.2925,465.148
PVC,1.5459,221.5998,980.8961,11561.8582,0.0387,53.929,0.6121,7.5621,38.2299,1.7454,501.2639,393.5738,335.264,246.1244
NYLON,0.2857,429.1866,1911.8034,11714.7064,0.027,26.1059,0.4228,10.7499,24.9533,2.9939,64.8078,0.0,12.3016,42.8999
NYLON,0.4111,572.5737,4258.0423,21390.2444,0.0557,38.1996,0.4121,14.0277,39.7876,2.9338,132.5931,167.0861,132.5069,98.6046
NYLON,2.9825,2782.9033,34017.6493,148639.6566,0.1261,54.7911,0.4074,25.3015,61.3921,5.7028,819.6542,659.4913,566.3609,420.5854
NYLON,0.2232,1272.8013,4762.3761,9240.9196,0.0239,6.9656,0.4308,12.8747,37.7901,3.5405,81.8841,86.2614,65.0553,37.6524
NYLON,9.6431,266.8599,2251.9332,7677.6749,0.0289,29.9982,0.5148,9.4231,28.7148,1.8933,720.193,574.7813,565.6469,388.9067
